0,-278.5,589.75,0
1,-486.5,746,0
2,-520,847.5,0
3,-551.39755,757.249986,0
4,-416.14756,571.249999,0
5,-365.397563,542.250001,0
6,-484.147555,581.249998,0
7,-530.897552,545.250001,0
8,-513.147553,526.500002,0
9,-644.647544,513.750003,0
10,-627.897545,468.000006,0
11,-613.397546,467.750006,0
12,-244.397568,594.749993,1
13,-264.397567,595.249993,1
14,-468.147553,725.249985,1
15,-496.397551,763.499982,1
16,-510.89755,859.249976,1
17,-538.397548,762.999982,1
18,-615.147543,711.749986,1
19,-514.64755,784.749981,1
20,-417.897556,623.249992,1
21,-417.647556,560.749996,1
22,-374.147559,537.249997,1
23,-325.647563,536.999997,1
24,-460.397553,609.499992,1
25,-494.897551,611.749992,1
26,-466.897553,559.249996,1
27,-511.39755,555.749996,1
28,-526.397549,528.749998,1
29,-559.647546,579.499994,1
30,-559.647546,617.749991,1
31,-602.897543,613.999992,1
32,-612.397542,643.49999,1
33,-639.147541,620.499991,1
34,-498.14755,541.249996,1
35,-503.89755,548.249996,1
36,-565.397546,547.499996,1
37,-501.14755,524.749998,1
38,-521.647549,519.749998,1
40,-617.647542,514.249998,1
41,-687.147537,525.499998,1
42,-606.647543,493.5,1
43,-436.647554,608.999992,2
44,-655.39754,402.000006,1
1000,-269.925876,598.499971,4
1001,-435.425854,631.249969,4
1002,-474.925848,617.99997,4
1003,-410.925857,617.74997,4
1004,-412.425857,587.249972,4
1005,-463.92585,517.749976,4
1006,-606.67583,566.499973,4
1007,-598.925831,499.999978,4
1008,-504.425844,789.749958,4
1009,-500.425845,764.49996,4
1010,-469.175849,715.749963,4
1011,-432.175854,664.749966,4
1012,-581.425834,589.749971,4
1013,-450.175842,479.249995,4
1014,-535.92583,769.499975,4
1015,-616.675819,705.999979,4
1016,-375.675852,541.249991,4
1017,-321.675859,531.999991,4
1018,-516.925833,496.499994,4
1019,-516.675833,861.499969,4
1020,-534.425835,523.999993,4
1021,-643.675828,614.49999,4
1022,-555.42584,621.249989,4
1023,-373.675865,696.249984,4
1024,-355.175868,640.749988,4
1025,-330.175871,596.249991,4
